video_id,clean_text,like_count,published_at,is_reply,cluster,aspect,sentiment
qhW1HfSuPVQ,it did not occur to me that humans put the black hole there because why would anyone think to jump into a black hole its like future humans didnt want mcconaheyeye to succeed and they wanted some people to die because science,0,2015-09-18T14:49:20Z,0,2,visual effects and CGI,0
j3DuONZb3Ik,what was coopers evidence for thinking they were future humans,0,2023-08-04T12:14:00Z,1,2,science and physics,1
qhW1HfSuPVQ,actually this is a really good video,1,2020-09-01T15:03:08Z,1,3,visual effects and CGI,2
j3DuONZb3Ik,one of my favourite movies i love nolan,0,2020-03-05T15:03:22Z,0,1,ending,2
BHsFzDON6pA,a brilliant movie based on bullshit physics but interesting,0,2017-10-21T12:39:30Z,0,1,science and physics,2
j3DuONZb3Ik,they dont make movies like that anymore,0,2021-04-15T18:59:25Z,0,1,acting and performances,0
j3DuONZb3Ik,one of my favorite scfi movies i swear down this movie blew my mind,0,2020-03-19T10:36:13Z,0,1,ending,2
qhW1HfSuPVQ,im pretty new here but what i do know is that that is actually a really good video,1,2021-09-04T20:13:28Z,0,3,visual effects and CGI,2
qhW1HfSuPVQ,actually this is a really good video,2,2020-09-01T04:17:30Z,1,3,visual effects and CGI,2
qhW1HfSuPVQ,this guy does a terrible job explaining the th dimension lol,0,2017-06-01T09:41:37Z,0,0,clarity and complexity,0
j3DuONZb3Ik,still trying to find the song tbh,0,2020-03-26T01:28:47Z,1,0,music and soundtrack,1
qhW1HfSuPVQ,zrquon thats exactly the point of my first statement look closely and think closely about it you might figure out that these special phrases in interstellar will open up the ending quite a lot its about looking behind whats just shown on the screen and thinking about it yourself,0,2014-11-11T17:04:11Z,1,2,ending,1
j3DuONZb3Ik,the first time i saw this movie i have to admit i thought the ending was kind of lame i felt like the excuse for the reasoning for evolved people to give cooper library was basically magic now that i somewhat barely at all understand dimensions it is an amazing of a mindfuck ending i truly appreciate it even when back when i thought it was ridiculous i still loved the movie one of the best space movies of all time and absolutely one of my favorite movies of all time,0,2020-04-22T09:26:52Z,0,1,ending,2
qhW1HfSuPVQ,oh my god this really is actually a really good video,1,2020-09-02T03:44:04Z,0,3,visual effects and CGI,2
zSWdZVtXT7E,is that the stripper cowboy from magic mike,0,2014-10-05T23:20:16Z,0,0,acting and performances,1
BHsFzDON6pA,made me cry so hard times,3,2015-06-03T21:59:27Z,0,0,emotional impact,0
j3DuONZb3Ik,he didnt save his daughter he died as soon as he fell into gargantua what you see after that is simply his before death thoughts it was heavily foreshadowed by dr mann he didnt save the human race he didnt go to space station and he didnt see his daughter humanity stayed on earth possibly all diedann hathaways character is the only hope for humans existence,1,2020-05-06T13:46:08Z,0,2,ending,0
qhW1HfSuPVQ,actually this is a really good video,0,2020-09-01T16:45:45Z,1,3,visual effects and CGI,2
j3DuONZb3Ik,the soundtrack is a rip off from koyaanisqatsi,1,2020-03-29T14:46:28Z,1,1,music and soundtrack,0
j3DuONZb3Ik,when you say ending explained i expect to explain just the ending not the whole movie,0,2022-05-01T08:33:27Z,0,1,ending,1
j3DuONZb3Ik,we are going to saturn,0,2020-12-19T02:50:20Z,0,2,science and physics,1
qhW1HfSuPVQ,cody stiles that was not the man she was in love with the scientist she loved had died on one of those three planets,0,2016-01-16T13:57:37Z,1,2,science and physics,0
zSWdZVtXT7E,not thrilled that its matthew mcconaughey but this still looks amazing,0,2014-05-17T00:23:31Z,0,0,visual effects and CGI,2
j3DuONZb3Ik,great concept but humans cant use intelligence to make their present existence and habitat a quantifiable experience parasite behaviour only ultimately result in destruction and we are well and truly on that particular road thanks to a small number of greedy selfish narcissistic mega parasites who control everything we know,0,2021-07-03T13:26:16Z,0,2,clarity and complexity,0
qhW1HfSuPVQ,how can they slingshot off of a black hole if not even light can escape one o,0,2014-11-23T07:00:12Z,0,2,directing and vision,0
j3DuONZb3Ik,aside from how the time loop started yeah,0,2022-02-12T22:36:45Z,1,2,story and plot,1
j3DuONZb3Ik,alright alright alrightas a time traveler the girls will indeed stay young,0,2021-04-11T21:42:54Z,0,0,story and plot,2
j3DuONZb3Ik,its a nonsense politically motivated film to allow lefty technocrat executive producers to push climate change alarmism and neomalthusian sustainability trash toward their neomarxian reset they ooze over at davos each year via kerosene fuelhungry private jets and dollars per person attendance fee the music is the only legacy of this film its superb there must be a doom for all that enters singularity at the center of a black hole its been proven by roger penrose a theorem aka as a proof for which he received a nobel prize,0,2021-10-04T15:34:22Z,0,1,music and soundtrack,0
qhW1HfSuPVQ,he really didnt explain it he just said what happens in the movie,3,2021-02-12T14:14:06Z,0,1,story and plot,1
qhW1HfSuPVQ,when he was behind the bookcase talking about the or dimensional whatever it is was when it really threw me i like to think we dont actually die but keep evolving into a different species in another time space the universe is vast this planet is just a spec of dust,0,2015-11-17T21:37:46Z,0,2,ending,1
j3DuONZb3Ik,im always late just streamed it tonight really good,0,2020-06-13T23:13:01Z,0,0,music and soundtrack,2
qhW1HfSuPVQ,sorry james but this movie is so full of pseudo intellectual bullshit now i want to find christopher nolan cover his body in sugar water then slowly lower him into a fire ant colony,0,2014-11-09T13:16:42Z,0,1,story and plot,0
BHsFzDON6pA,this is the type of movie i just have to see in imax and i rarely ever do that,0,2014-11-05T19:48:10Z,0,1,visual effects and CGI,0
qhW1HfSuPVQ,you sir are en idiot,0,2016-01-08T13:02:49Z,0,0,story and plot,0
j3DuONZb3Ik,i started watching this movie at am and its am rn i had no clue it was this late i thought its still am,2,2022-08-20T22:26:45Z,0,1,ending,1
zSWdZVtXT7E,hey everyone look a terrible troll,38,2014-09-30T03:14:43Z,1,0,emotional impact,0
qhW1HfSuPVQ,wow this is actually a really good video,0,2022-03-07T10:05:47Z,0,3,visual effects and CGI,2
j3DuONZb3Ik,this movie is the best book that explains the relativity theory of einstein in the easiest ever possible manner i watch this movie time to time simply because of the correctness between science fiction and entertainment,5,2020-03-25T09:53:05Z,0,1,science and physics,2
qhW1HfSuPVQ,actually this is a good video,0,2020-09-01T17:20:28Z,0,3,visual effects and CGI,2
j3DuONZb3Ik,at the time i figured it out myself and seeing this video i was right,0,2020-03-07T14:44:00Z,0,0,directing and vision,2
j3DuONZb3Ik,if the multiverse is real not a problem for that branch,0,2021-04-02T15:01:16Z,1,2,science and physics,1
qhW1HfSuPVQ,i gave up on watching the movie and almost gave up on watching this video they were both really confusing but a seven minute video is easier to watch than a two and a half hour movie,0,2018-08-06T21:22:14Z,0,1,visual effects and CGI,0
zSWdZVtXT7E,i hope nobody watches this and thinks that engineers dont have anything to do with the food industry lol,0,2014-06-11T04:57:34Z,0,0,science and physics,0
j3DuONZb3Ik,njd that would be like explaining a sunset to a blind man brother something you must experience first hand,0,2020-03-30T22:23:13Z,1,0,directing and vision,1
zSWdZVtXT7E,i hope this happens to you people,0,2014-05-19T05:25:13Z,0,0,ending,1
j3DuONZb3Ik,two hours and minutes and ive seen it times i think ill watch it again,1,2022-01-17T04:41:26Z,0,1,story and plot,2
j3DuONZb3Ik,it all makes sense possibly one of the greatest sci fi movies of all time,0,2022-11-16T14:54:58Z,0,1,science and physics,2
j3DuONZb3Ik,cathating well the first half of the movie was plausible the second half descended into incoherent fantasy mixed with unbelievable hopium the answer to the human predicament is not wrecking the planet to the point its unlivable and being saved by a black hole magically appearing with theoretical properties able to transport humanity across the galaxy,0,2020-05-01T01:44:59Z,1,2,ending,1
BHsFzDON6pA,good movie however it didnt grab my attention until a half hour later it brought me to tears several times and the actions and suspense scenes had my adrenaline going i give it a solid b however mathews characters and his acting get an a,0,2019-06-16T10:25:14Z,0,1,ending,2
j3DuONZb3Ik,couldnt they have explained the equations needed and chosen the ideal planet in the first place,0,2021-04-13T19:22:29Z,0,2,clarity and complexity,1
j3DuONZb3Ik,view th comment th like you guys are awsome,0,2020-03-05T15:09:56Z,0,0,directing and vision,2
BHsFzDON6pA,what am i the only one who thinks this movie is utter garbage oh well,0,2018-01-18T10:07:57Z,0,1,ending,0
j3DuONZb3Ik,ive always believed it was future humans traveling back to manipulate things as it best fits them,0,2020-07-27T04:01:17Z,0,2,story and plot,1
qhW1HfSuPVQ,wow in terms of goodness this video is actually very good good one,0,2020-09-02T12:59:03Z,0,3,ending,2
j3DuONZb3Ik,kidding me adds in thiis video,0,2020-06-08T13:41:24Z,0,0,music and soundtrack,1
BHsFzDON6pA,just a b i would have exptected at least an a from you for this awesome movie,0,2015-10-11T05:05:52Z,0,1,story and plot,2
j3DuONZb3Ik,oh my god this is the one thing that fcked my mind like how could they have a future when the present wasnt even set,1,2020-04-11T14:49:19Z,1,2,visual effects and CGI,0
zSWdZVtXT7E,yay another end of the world movie these high up people just love the paranoia it creates lool,0,2014-05-17T01:35:54Z,0,1,ending,0
qhW1HfSuPVQ,im going to have to watch watchmen now havent seen it and shut up he was only making a suggestion btw i luv u robert dont hate,0,2014-11-09T23:00:55Z,1,1,ending,2
zSWdZVtXT7E,looks cool will probably watch it,0,2014-05-18T16:16:54Z,0,0,visual effects and CGI,2
qhW1HfSuPVQ,damn thanks for taking the time to answer my questions buddy really appreciate it,18,2015-03-30T19:24:06Z,1,0,music and soundtrack,2
qhW1HfSuPVQ,even fellas from and beyond will agreethis is actually a really good video,2,2024-04-25T18:21:16Z,0,3,music and soundtrack,2
j3DuONZb3Ik,doesnt seem far fetched that the answers we need to evolve into type civilization will be in a black hole we are in the stone age of space travel,0,2020-11-04T03:46:51Z,0,2,science and physics,1
j3DuONZb3Ik,wow you really just explained the ending i expected something new but no just the ending totally not interesting if you saw the film,0,2020-03-31T09:38:32Z,0,1,ending,0
qhW1HfSuPVQ,damn this a good video james,1,2021-03-05T19:32:39Z,0,3,ending,2
zSWdZVtXT7E,what does the trailer tell us nothing,0,2014-05-19T05:56:52Z,0,1,story and plot,1
zSWdZVtXT7E,but professor i have kids get outzere and zave them grab no professor you get out there and save all of us you hero you wait what are you zooing next shot of rocket lifting off cooper with his arm around young murphy watching the rocket lift off into space there goes a regular hero that one want dinner sweetie sure daddy camera zooms in on smirk on coopers face movie ends fades to black,8,2014-06-25T18:49:10Z,0,1,ending,1
j3DuONZb3Ik,the movie suffers from bootstrap paradox blind science geeks dont use their own brain but just follow all things they the future humans could not even exist in the first place because there was no future they were communicating from future that meant they were already in the space but how could this be,6,2020-06-23T08:01:01Z,1,2,science and physics,0
qhW1HfSuPVQ,interstellar is a masterpiece nolans best so far,3,2014-11-10T20:19:44Z,0,1,music and soundtrack,2
qhW1HfSuPVQ,copy and paste comment,0,2025-08-03T03:28:31Z,1,0,characters,1
j3DuONZb3Ik,its more about the meta physical than actual science,0,2022-04-29T23:40:09Z,1,0,science and physics,1
j3DuONZb3Ik,if theres a movie i wish i could rewatch for the very first time its this one,0,2022-02-24T05:41:39Z,0,1,ending,2
qhW1HfSuPVQ,i never thought id say it but after some consideration this is a very really good video,0,2020-09-03T15:39:32Z,0,3,acting and performances,2
j3DuONZb3Ik,ok explain to me lol,0,2021-04-09T09:44:57Z,1,0,story and plot,1
BHsFzDON6pA,the ending of the movie was the best,11,2015-09-20T02:43:52Z,0,1,ending,2
qhW1HfSuPVQ,ok he is irritating and i am closing this video now,0,2018-04-17T19:16:11Z,0,0,ending,0
qhW1HfSuPVQ,this movie needed explaining i saw it through the watery tears in my eyes from laughter and never missed what this dud was about,0,2018-03-10T04:23:11Z,0,1,story and plot,0
j3DuONZb3Ik,dont you mean explained for the millionth time,0,2020-04-01T11:46:07Z,0,0,story and plot,1
j3DuONZb3Ik,this movie is the best movie ever existed,0,2023-09-30T03:25:38Z,0,1,ending,2
BHsFzDON6pA,i thought the ending was very sweet,0,2017-10-28T14:00:56Z,0,1,ending,2
j3DuONZb3Ik,its very easy to explain interstellar it was total shit,2,2020-08-15T11:13:36Z,0,1,clarity and complexity,0
j3DuONZb3Ik,all rightall rightall right,107,2020-08-21T17:40:59Z,1,0,ending,2
j3DuONZb3Ik,wow if u ever smoked dmt u have seen dimensions like this very cool,1,2024-09-24T15:55:27Z,0,0,story and plot,2
j3DuONZb3Ik,its so dreamy while watching this magnifique movie and would love to die in this dream,0,2025-03-21T19:23:03Z,0,1,ending,2
BHsFzDON6pA,also he didnt contact amelia in a different dimension,0,2015-09-10T01:34:45Z,1,2,story and plot,1
j3DuONZb3Ik,this movie is sooo underated cant be paraised enough,0,2020-07-09T06:22:46Z,0,1,acting and performances,0
zSWdZVtXT7E,cool to see people so excited by this but i dont get it,0,2014-06-21T14:25:27Z,0,0,characters,2
qhW1HfSuPVQ,pretty decent if i say so myself,1,2020-09-01T19:32:00Z,0,0,clarity and complexity,2
j3DuONZb3Ik,james farrell because brand anne hathaway continued the human race on edmunds planet,0,2020-08-18T14:18:11Z,1,1,acting and performances,1
j3DuONZb3Ik,never found it confusing and understood it all the way its the one film that ive watched in countless years thats kept me completely focus and never wanted it to end epic film it took my breath away,5,2020-09-23T16:39:15Z,0,1,ending,2
qhW1HfSuPVQ,in a black hole you die as your living you see your future as well your past you see the universe end as you are inside the event horizon scary right the more massive the more longer it takes before you enter the black hole,0,2018-01-18T00:54:04Z,1,2,ending,0
j3DuONZb3Ik,this min video couldve been explained within min instead of having ads for a min video the people who clicked on this video doesnt need a recap that last for half the video,0,2020-03-10T03:22:49Z,0,0,clarity and complexity,1
j3DuONZb3Ik,who else wants them to make a second one,0,2020-04-02T20:59:24Z,0,0,characters,1
qhW1HfSuPVQ,mrsundaymovies its because this is actually a very good video,0,2020-09-01T23:35:25Z,1,3,ending,2
qhW1HfSuPVQ,wow this is a real top notch video,5,2020-09-01T13:42:12Z,0,3,visual effects and CGI,2
j3DuONZb3Ik,best movie i have ever seen seriously where is interstellar,0,2020-03-31T05:53:10Z,0,1,acting and performances,2
qhW1HfSuPVQ,this is a good video man,0,2024-08-05T08:07:44Z,0,3,music and soundtrack,2
j3DuONZb3Ik,gods son they had mastered time and gravity and thus travel back in time to fulfill one of their past saviors wish to save his family and humanity,3,2020-08-23T14:10:52Z,1,2,story and plot,1
qhW1HfSuPVQ,you dont need to get violent i for one think im humorous when explaining something scientific thought he was halarious i understand the movie now that i watched the video and i had my laughs while watching why dont you make a video about something scientific and not make a couple jokes about it i guarantee you wont get many views on it,2,2015-04-07T02:32:08Z,1,0,science and physics,1
j3DuONZb3Ik,was it not obvious,0,2021-11-18T00:27:41Z,0,0,clarity and complexity,1
zSWdZVtXT7E,he comes back as the green lantern just in time for the planned justice league movie,0,2014-05-18T19:28:23Z,0,0,ending,1
j3DuONZb3Ik,we cant solve an ecological crisis on our native planet therefore we must go live on an alien planet,0,2023-08-04T16:28:20Z,1,2,clarity and complexity,0
zSWdZVtXT7E,it looks like a scifi with no scifii expected a lot of interstellar travel new worlds or somoething but this movie looks down to earth,1,2014-06-08T23:39:44Z,0,1,visual effects and CGI,1
j3DuONZb3Ik,ending makes me cry every time wonderful movie,0,2021-10-12T08:21:45Z,0,1,ending,2
qhW1HfSuPVQ,this is such a good video thanks,1,2024-01-04T08:33:08Z,0,3,music and soundtrack,2
qhW1HfSuPVQ,this film is over rated way too long and boring,0,2015-01-22T23:33:06Z,0,1,ending,0
j3DuONZb3Ik,it was not at all an explanation they just narrated the story of the movie,0,2020-06-13T21:55:07Z,0,1,story and plot,1
zSWdZVtXT7E,the warp drive in this movie looks like the alcubierre warp drive that nasa is currently building a prototype of,0,2014-05-16T21:42:35Z,0,2,visual effects and CGI,1
qhW1HfSuPVQ,this is actually a very good video,0,2020-09-07T17:43:01Z,1,3,visual effects and CGI,2
qhW1HfSuPVQ,caravan of garbage brought me here and i have to say that this is actually a good video,745,2020-09-01T13:43:42Z,0,3,music and soundtrack,2
j3DuONZb3Ik,if the planet is dying domes on its surface arent going to help the atmosphere is changing weather systems are changing and at some point the core might burn out or explode,0,2021-09-23T00:51:05Z,1,2,emotional impact,0
qhW1HfSuPVQ,actually this is a really good video,0,2022-03-16T04:46:10Z,1,3,visual effects and CGI,2
qhW1HfSuPVQ,actually this is a really good video,1,2020-09-01T17:48:30Z,0,3,visual effects and CGI,2
qhW1HfSuPVQ,tylma thats a really good reply for a really good comment of a really good video,0,2021-09-08T12:03:20Z,1,3,directing and vision,2
j3DuONZb3Ik,exactly even though this is one of my favorite movies thats the one and only issue i have with it would love to hear nolan explain this actually im going to search for a video to see if he already has,1,2020-06-08T20:37:18Z,1,1,visual effects and CGI,2
qhW1HfSuPVQ,actually this is a really good video,0,2020-09-01T15:58:47Z,1,3,visual effects and CGI,2
j3DuONZb3Ik,wow and actual explanation,0,2020-03-30T22:53:47Z,0,0,story and plot,1
zSWdZVtXT7E,food is in desperately short supply better build the rocket in the middle of a cornfield so the exhaust can blowtorch all those crops it has the stink of nolan all over it,0,2014-06-15T02:57:55Z,0,0,story and plot,0
j3DuONZb3Ik,still one of my faves great movie,0,2022-09-01T15:26:30Z,0,1,ending,2
qhW1HfSuPVQ,i cant even spell my own name yet and i shit myself because i dont have control over my own rectum but i know certainly for a fact that this is a reall good video,0,2020-09-03T17:06:32Z,0,3,visual effects and CGI,0
j3DuONZb3Ik,the smoothest explanation of all,0,2020-08-05T03:58:28Z,0,0,clarity and complexity,2
BHsFzDON6pA,i genuinely think matthew mcconaughey shouldve gotten at least an oscar nomination for this film he was insanely good,2165,2016-01-12T00:41:10Z,0,1,acting and performances,2
j3DuONZb3Ik,im addicted to this movie it takes my imagination out of the universe,2,2021-09-21T15:22:37Z,0,1,ending,2
qhW1HfSuPVQ,i watched it with ice cream and air pretty incredible as well,0,2019-09-15T20:57:43Z,1,1,acting and performances,2
j3DuONZb3Ik,isnt the future humans bassically the humans from another reality since there are infinite realities what if its the more evolved ones tryna help the less evolved reality,0,2021-03-15T00:44:51Z,0,2,science and physics,1
zSWdZVtXT7E,after all the great reviews i decided to watch it last night it was one of the worst movies i have ever seen so boring this movie is overated,3,2015-05-01T07:10:11Z,0,1,ending,0
zSWdZVtXT7E,looks like another movie that gets off to a very slow and boring start and by the time it starts to get exciting they are out of time and have to rush the ending or leave the ending out completelyless running around on a farm and hugging your kids and more sci fi with an emphasis on applied science and space and aliens we get it you are a family man and love your kids we dont need minutes of iti can almost feel the ending of this movie will be as bad as contact or misson to marsugh,0,2014-05-17T07:34:32Z,0,1,ending,0
BHsFzDON6pA,why the spoiler video isnt available anymore,0,2015-12-30T15:14:06Z,0,0,ending,0
j3DuONZb3Ik,i am certain the library is what is known as akashic records google it you are welcome,0,2021-04-16T16:17:43Z,0,0,music and soundtrack,2
qhW1HfSuPVQ,i still havent seen this movie,0,2022-02-22T14:57:17Z,1,1,ending,0
BHsFzDON6pA,the fuck is this guy saying the last part was the one of the beast and emotional scenes in the movie like how is the last part not emotional cooper hasnt seen his daughter in years he and when he eventually sees her she is dying on the bed andthe sad music starts playing when i watched that with my family they all cried they honestly executed with perfection,1,2016-04-24T20:21:57Z,0,1,ending,0
j3DuONZb3Ik,one of my fav scifi movies of all time and backed up by actual science,0,2020-03-07T03:22:34Z,0,1,science and physics,2
zSWdZVtXT7E,hahahatravelling to space is like taking a flight back n fro simpleton,0,2014-11-06T04:23:00Z,0,2,science and physics,1
j3DuONZb3Ik,unfortunately it took years for looper to understand it or perhaps they were working at millers planet,0,2020-03-10T19:58:40Z,0,2,clarity and complexity,0
j3DuONZb3Ik,me after watching interstellar walks into gfs room and starts pulling down pants gf wtf are you doing me docking,1,2021-09-06T05:33:30Z,0,0,ending,0
j3DuONZb3Ik,and also important to note that love is what brought brand to that planet that was habitable probably also by the same mysterious reasons that copper was able to do with murph it all connects,10,2023-03-01T08:37:58Z,0,2,story and plot,2
j3DuONZb3Ik,does this movie in any way connected with martians movie of matt damon,1,2020-03-10T10:11:30Z,0,1,acting and performances,1
j3DuONZb3Ik,mcconaghy is such a psycho hes actually funny,0,2020-04-02T18:50:45Z,0,0,acting and performances,0
j3DuONZb3Ik,n what r ur other movies of all time,1,2021-02-15T08:04:29Z,1,1,acting and performances,1
j3DuONZb3Ik,actually we are creatures of dimensions but as time passes memories are created and this memory can be overwritten we commit to say that we are a dimensional creatures and forgot about this thing the dimension its the one in wich time and space can be altered thru gravity since we dont precive as much as we might thing its difficult to comprehend but if we as humans beings some day could be capable of controling such thing we can alter time just forward cause we are design to see it that waymemories only increase as the times pasesmeaning we percive time forward but if as mentioned in the movie can make a black whole yes we theorethiclly could go back in time and space since it happens at the same time that the space was in that position but its sad because i dont know if we are capable of experiencing the dimension cause our physiological disability to percive just the necessary to survive not to tribe thru everything like lets say super intelligence super bodies super vision more colors and spectrum become radiation hungry and the normal wayplants you can add soo much things that could provide us with ways of experiencing better other dimensions or maybe we are way to big or way to small to percived also,0,2020-04-03T10:03:40Z,1,2,visual effects and CGI,1
qhW1HfSuPVQ,this is actually a very good video,1,2020-12-15T05:40:26Z,1,3,visual effects and CGI,2
qhW1HfSuPVQ,the black hole was not there specifically for them i know youre trying to be funny though,0,2015-07-17T04:03:41Z,0,2,science and physics,1
j3DuONZb3Ik,i just wanna know how they created the atmosphere for the cooper station and where they are getting water and why that couldnt have just been replicated in a biodome on earth,2,2021-08-22T05:30:57Z,0,2,science and physics,1
qhW1HfSuPVQ,mwypru idk im confused too someone please explain,5,2021-01-18T09:06:29Z,1,0,characters,0
j3DuONZb3Ik,whats the name from the melody on this video,0,2021-06-03T14:12:18Z,0,0,music and soundtrack,1
zSWdZVtXT7E,if you use basic common sense they send a ship out to an already earth like planetbut on that ship will be some kind of matter transmitter so that they can transport the rest of humanity off our resource stripped earthobviously we cant all fit in one spaceship no matter how bigthe only way to travel from earth to the nearest habitable planet would be through that old staple of sf the portal or jumpgateim guessing all thisbut in most movie trailers its pretty easy to fill in the gapsthats not to say that mr nolan wont do a great job of it and maybe well even get a couple of twists in there tooat least he tries to imbue his movies with slightly more intelligence than the sf clones that pass themselves off as entertainment these daysitll be interesting for example the time delay between leaving earth and landing on the new homeis everybody back home still alive or have they left it too lateim relying on mr nolan not to go cute and bring that sense of dark cynicism to this moviecheers prof hugo nebula phd dr of astrophysics at jodrell bank deep space telescope,0,2014-07-21T00:24:23Z,0,2,visual effects and CGI,1
qhW1HfSuPVQ,mikehtv read einsteins theory of general relativity p,7,2015-12-13T06:16:08Z,1,2,science and physics,1
j3DuONZb3Ik,how can humanity save its self after it was destroyed the wormhole appeared before we had interstellar travel if the wormhole dont appear they never leave the solar system and the planet dies with them also if humanity did survive the apocalypse some how and then came back to a point of being able to build a wormhole why would they ever go back in time and screw with their timeline possible causing the butterfly affect,1,2020-05-26T03:57:02Z,0,2,ending,0
zSWdZVtXT7E,the song in this trailer is from v for vendetta,0,2014-11-10T06:29:16Z,1,1,music and soundtrack,1
j3DuONZb3Ik,so wheres the explanation all you did was narate the movie we all saw after watching this asinine stupidity im left even more confused good job youre a genius explains everything perfectly now,1,2024-11-12T09:42:53Z,0,1,story and plot,0
j3DuONZb3Ik,damn am gonna be watching it again for the th time,0,2022-08-15T20:16:11Z,0,0,ending,2
qhW1HfSuPVQ,you cant believe i didnt understand a word you said,0,2025-05-22T10:58:11Z,0,0,story and plot,0
j3DuONZb3Ik,who ever wrote this video deserves some recognition well done,2,2025-01-06T10:12:29Z,0,3,directing and vision,2
qhW1HfSuPVQ,interstellar is a great movie but needs to be cut down to hours,0,2014-11-11T20:22:50Z,0,1,music and soundtrack,2
j3DuONZb3Ik,ive watched this movie more than times and it still amazes me,0,2020-03-29T12:49:21Z,0,1,story and plot,2
qhW1HfSuPVQ,actually this is a really good video,2,2020-09-01T14:14:34Z,1,3,visual effects and CGI,2
j3DuONZb3Ik,finally someone reading a combination of the plot synopsis and some of the exposition from the movie from wiki aloud great way to get views without providing any substantial insights or posing relevant questions finally also finally i made sure videos from looper does not appear in my feed,1,2020-03-06T17:58:07Z,0,1,story and plot,1
qhW1HfSuPVQ,james i dont see any of those mean comments you spoke of because this is actually a very good video,0,2020-09-03T03:46:10Z,0,0,emotional impact,2
qhW1HfSuPVQ,i watched this in vas largest imax it was amazing,0,2014-12-27T06:40:35Z,0,1,visual effects and CGI,2
zSWdZVtXT7E,nolan is a genius,0,2014-05-18T17:31:41Z,0,1,clarity and complexity,2
qhW1HfSuPVQ,sorry to get political,0,2025-09-13T21:43:26Z,1,0,emotional impact,0
qhW1HfSuPVQ,actually you know what this is a really good video,1,2025-11-19T08:17:52Z,0,3,visual effects and CGI,2
qhW1HfSuPVQ,same thing i said,5,2016-05-28T22:57:04Z,1,0,clarity and complexity,1
BHsFzDON6pA,you should review the imax mm version next,0,2014-11-08T14:49:08Z,0,1,music and soundtrack,1
zSWdZVtXT7E,yeah michael kane is in this,0,2014-05-17T07:36:34Z,0,0,acting and performances,1
j3DuONZb3Ik,i think they had a different idea of time than you rather than cooper changing the future everything had already been set in stone so they were able to help cooper because they helped cooper,0,2022-12-08T21:20:49Z,1,2,clarity and complexity,1
j3DuONZb3Ik,markcopeland yup leave somethings for your imagination thats better experience,11,2023-02-13T11:23:41Z,1,0,visual effects and CGI,2
qhW1HfSuPVQ,hey astronauts sent didnt die i think they went to that particular galaxyuniverse bz they could check on planets in one trip other galaxies didnt have possible habitable planets eachprobably or each,0,2016-02-22T09:56:40Z,0,2,science and physics,1
BHsFzDON6pA,i saw the movie in imax with two of my friends we got high as balls and went to watch it it blew my mind and made me cry it definitely became one of my favorite science fiction movies ever,1,2020-08-01T03:07:47Z,0,1,science and physics,2
j3DuONZb3Ik,i watched it yesterday for the first time today the nd time,0,2023-10-24T22:38:40Z,1,1,ending,1
j3DuONZb3Ik,ive actually often thought about this before,3,2020-12-12T00:44:39Z,1,0,story and plot,1
j3DuONZb3Ik,hello crystal how are you doing today,0,2023-05-07T02:42:36Z,1,0,ending,1
BHsFzDON6pA,its been years do you have any kids yet,6,2021-09-05T02:01:32Z,1,0,ending,1
qhW1HfSuPVQ,me watches the movie and confused because i didnt understand shit also me watches this video hoping it could it help but i am even more confusion,29,2019-07-07T10:00:07Z,0,1,story and plot,0
zSWdZVtXT7E,look at all this chit chat,0,2014-05-18T07:39:39Z,0,0,characters,0
zSWdZVtXT7E,i love it when the trailer doesnt spoil the plot,0,2014-05-18T21:55:57Z,0,1,ending,2
zSWdZVtXT7E,already know this will be my fav movie of all time,0,2014-06-09T03:04:51Z,0,1,ending,2
j3DuONZb3Ik,the problem with this movie is any technology they would have used to allow them to survive in space would indeed allow them to survive on earth if you can grow crops in space theres no plausible reason you cant do it here conversely all our pharming would be relegated to sub orbit farms and people would stay on earth,0,2022-11-15T16:12:03Z,0,2,story and plot,0
BHsFzDON6pA,ye bro i agree with you about the end it wasnt so touching but the movie could be if he ended mins earlier anyway the movie was like ooomg so cool at all aspects,0,2014-11-13T23:23:12Z,0,1,ending,2
j3DuONZb3Ik,alicaramba i understand if your brain can comprehend it fam,0,2020-10-18T01:28:01Z,1,0,clarity and complexity,1
j3DuONZb3Ik,who had trouble understanding this movie,0,2022-11-22T15:39:57Z,0,1,story and plot,0
j3DuONZb3Ik,i saw it when it first came out at the actual air and space museum imax theatre they had the full sized replica shuttle from the movie there it was unfucking believable one of my favorite movie experiences,1,2023-01-24T06:55:38Z,1,1,visual effects and CGI,2
qhW1HfSuPVQ,nuke dapeez i believe that hes dying when he builds the room out of his memories we built this meaning those are his last thoughts his memories notice how the rooms are his memories and not of a teenage murph or parts of her life where he wasnt a part of,0,2016-02-20T03:34:51Z,1,0,ending,1
BHsFzDON6pA,b wtf i give the movie all the alphabet a,0,2018-06-06T22:20:05Z,0,1,characters,1
qhW1HfSuPVQ,i dont know im confused as well,0,2021-01-13T10:23:01Z,1,0,story and plot,0
j3DuONZb3Ik,was not confusing it speaks of the th dimension however time really is nonexistent man created time for the slavery of people and their minds,0,2021-06-03T07:03:28Z,0,2,clarity and complexity,1
zSWdZVtXT7E,this movie looks amazing but i have to note that from this trailer it looks like they decided that asian and latino people are going to go down with the rest of the planet,0,2014-05-18T00:52:05Z,0,1,ending,2
